Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,Australia,AUS,12.2530084682811,29.590461598496,0.0305868467382266,0.0399077533348717,0.0380392720986105,0.042207528166503,0.0469480198522591,0.054648482520169,..,..,..,..
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,Australia,AUS,49485000000,195640000000,433300000,598400000,584400000,674700000,762718000,907555000,..,..,..,..
Cereal production (metric tons),AG.PRD.CREL.MT,Australia,AUS,23045332,34446938,39973082,43362426,35589236,38419626,37194952,35229204,50048408,33860883,..,..
Cereal yield (kg per hectare),AG.YLD.CREL.KG,Australia,AUS,1716.1,1962.3,2097.5,2231.6,1936.1,2138,2027.4,2075.2,2674.3,2035.5,..,..
Changes in inventories (constant LCU),NE.GDI.STKB.KN,Australia,AUS,8100000000,2769000000,5359000000,6437000000,150000000,-3694000000,1293000000,1026000000,1815000000,3458000000,-739000000,-7531000000
Changes in inventories (current LCU),NE.GDI.STKB.CN,Australia,AUS,5187000000,2056000000,6393000000,4692000000,569000000,-2217000000,1076000000,1138000000,1822000000,3367000000,-739000000,-5169000000
Changes in inventories (current US$),NE.GDI.STKB.CD,Australia,AUS,3991535205.8484,1291213967.21723,6302868973.67643,4838110950.71149,583769364.9328,-2035251996.69513,895249188.784425,828359295.385063,1374160947.28109,2609875203.4726,-528536690.030039,-3464941681.19051
"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,Australia,AUS,825954292.249382,1160197303.08146,4110573493.48566,4165820497.25686,3913990516.53594,3973566695.16273,3526073728.88977,3318284381.64942,3423494903.01162,3623927494.44434,3408650425.97473,3422638070.19607
"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,Australia,AUS,162330634.564819,394187702.949771,948333508.18577,859824156.705119,813652776.299392,851550055.536043,783100619.94872,820885409.158888,922957692.480288,969116937.618486,925691291.850335,846361009.174529
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,Australia,AUS,7.3031598405638,8.37201775943849,8.87367012182612,8.49081583618551,8.47581274916773,8.98588463843594,9.18381702709221,9.13507015607757,8.15862718007248,8.38881238425376,..,..
Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Children (0-14) living with HIV,SH.HIV.0014,Australia,AUS,100,100,100,100,100,100,100,100,100,100,100,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Australia,AUS,100,100,100,100,100,100,100,100,100,100,100,..
"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),SE.PRM.UNER.ZS,Australia,AUS,2.02553009986877,5.51468992233276,2.32234001159668,2.01348996162415,0.0603800006210804,0.0847299993038177,0.0883200019598007,0.0441300012171268,0.318250000476837,0.428380012512207,..,..
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,Australia,AUS,1.72413003444672,3.98991990089417,1.89983999729156,1.64367997646332,..,..,..,..,0.294690012931824,0.468450009822845,..,..
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,Australia,AUS,2.31132006645203,6.92686986923218,2.72290992736816,2.36410999298096,..,..,..,..,0.340590000152588,0.390359997749329,..,..
"Children out of school, primary",SE.PRM.UNER,Australia,AUS,30144,104354,44871,39575,1212,1742,1861,955,7031,9614,..,..
"Children out of school, primary, female",SE.PRM.UNER.FE,Australia,AUS,12488,36303,17865,15723,..,..,..,..,3169,5119,..,..
"Children out of school, primary, male",SE.PRM.UNER.MA,Australia,AUS,17656,68051,27006,23852,..,..,..,..,3862,4495,..,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,Australia,AUS,-2.76359666387822,-1.83686734273548,-0.612603251986972,0.325033889405336,-0.0847893018278207,0.61773732770612,0.719864857661916,1.48222238644127,0.0305825515018368,1.42225946006342,1.88852999654262,2.29494861553782
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,Australia,AUS,5.56483279720968,2.25838065395183,-0.11110928505535,0.201692521753041,0.113039270613139,0.735110108991286,1.4921593928972,3.10103562658366,2.95620100527262,4.39581792398301,6.19140679555196,8.85649737662732
Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,Australia,AUS,..,..,11.3156032961912,7.18048365844407,9.18027163717989,14.3547305216787,12.2406138929564,8.30574871448343,3.79383574603331,6.28889038257386,52.1544599090838,32.8420689256339
Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,Australia,AUS,13.8373531230674,13.312023776465,7.63628558730271,6.04902105239641,6.48208506120976,8.46202463219866,9.24382410992217,8.19086670284036,5.46684877028632,5.20629447299263,3.49296605585738,6.93309115421629
CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,Australia,AUS,0.430134789291328,0.399005071279427,0.328492401683623,0.316106821568418,0.302949666615111,0.288150041186432,0.286610026441312,0.284809884169295,0.280754157930702,0.272302624212754,..,..
CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,Australia,AUS,0.497346941690724,0.461352945310144,0.379822082317871,0.365501151891592,0.350288081616205,0.333175891139241,0.331395236231262,0.329313806698276,0.324624339370087,0.314852182939442,..,..
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,Australia,AUS,0.891276205615807,0.672062494997421,0.411484877433783,0.396229946787439,0.357253036150978,0.336087925356421,0.341045958527663,0.335278619774386,0.324624339370087,0.307953069816506,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Australia,AUS,263600,338810,385770,385770,379270,369880,375970,383960,387200,386620,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,15.4467304615853,17.689656972798,17.2681103655036,16.9692565563587,16.3986459950997,15.7558761009156,15.7864494009173,15.8720795379851,15.7386474030825,15.475516485656,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,Australia,AUS,55.0032726292688,58.8527039139528,61.5513680949923,60.9031491384433,59.3782626853205,58.3578575632725,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,Australia,AUS,12.8511934749621,13.0300206605472,17.7632343105996,16.9609562692796,18.2755382708888,19.6297718178869,19.6317195520919,20.607057766434,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Australia,AUS,33875.746,44147.013,68525.229,65430.281,69313.634,72606.6,73809.376,79122.859,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Australia,AUS,31.4115553869499,26.8544623830465,30.9551948051948,31.7584234129144,32.5395852558863,32.4961949821564,31.1671104077453,30.9693220647984,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Australia,AUS,82800.86,90985.604,119415.855,122514.47,123412.885,120196.926,117178.985,118909.809,..,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,Australia,AUS,16.4902013629538,14.3292500746938,10.2271553949406,10.6228525665866,11.3959072875339,11.4880410936915,..,..,..,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,Australia,AUS,1.30520155546144,1.25485509411413,1.58750645327827,1.6171949675786,1.65744414282731,1.690834180534,..,..,..,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,Australia,AUS,3.31883109382821,3.1580519868539,3.34021683014972,3.37389237644992,3.46627688452704,3.7214404194981,..,..,..,..,..,..
CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,Australia,AUS,54.2496202579666,56.0716239190107,51.6033981387874,50.6632879695155,46.0978263506209,44.189788850438,45.0033372343538,44.9521710594854,..,..,..,..
CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,Australia,AUS,143001.999,189976.269,199070.429,195443.766,174835.226,163449.191,169199.047,172598.356,..,..,..,..
CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,Australia,AUS,23.8786432064067,22.4081266806095,23.2937532266391,23.4803275723992,24.0994988515348,24.7445021135427,..,..,..,..,..,..
CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,Australia,AUS,3.05180374336377,3.13420506805613,3.00564186020692,3.04365609742616,2.99880620993489,2.95348008555287,2.87873412328017,..,..,..,..,..
Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Australia,AUS,0.370667297413451,0.183751020291015,2.36283614353075,1.19654765763819,0.81149112373905,0.753799867445319,0.468459287882386,0.595087742207764,0.7809703488499,0.793072399689025,0.6583771809917,..
Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,Australia,AUS,3.61308461086515,3.89439259159435,3.08702046554842,3.14619292407119,3.38080317055106,3.30501186119135,3.33011010796237,..,..,..,..,..
"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,Australia,AUS,..,..,30.41,30.94,30.14,29.16,28.75,27.74,29.63,28.22,..,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,Australia,AUS,10010586953.4532,19467553346.3526,51305289981.8163,52655996691.256,52166823282.7714,55610991575.6187,54112153637.2502,57211384671.3573,64296388330.0338,68589438632.2563,70155304337.7791,47725003051.2598
Commercial service imports (current US$),TM.VAL.SERV.CD.WT,Australia,AUS,13750720072.6034,18960053960.4325,61455957919.9902,65741784357.5456,66761299487.6441,66749264533.5475,62769665860.7139,61499878529.2808,67392204900.9734,72127923324.3275,70791756275.3657,37098830755.3634
"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,Australia,AUS,19.9566542038931,26.2839872382685,23.4696235299002,24.6467361554885,25.0491406981256,23.5684853382163,21.7211940968296,21.34964965432,21.025460470834,4.91539294240506,4.86082661856607,10.1585597744501
"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,Australia,AUS,31.0902346071817,27.7995934389053,28.0058288433457,29.1885770817095,30.5608892710976,29.106143403758,28.2077857804548,26.700663876057,26.5027118182092,9.55676740007578,9.57764046169911,16.6456599210089
"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Compensation of employees (% of expense),GC.XPN.COMP.ZS,Australia,AUS,2.1418296730057,10.7220237011172,10.5207211946515,10.5322237472511,11.4802926753249,10.5808590131612,10.4309918448567,10.6421263688242,10.6421065898221,10.3450773898969,10.527585841583,..
Compensation of employees (current LCU),GC.XPN.COMP.CN,Australia,AUS,1891000000,17073000000,38798000000,41284000000,45674000000,44434000000,45343000000,47610000000,49819000000,49981000000,53661000000,..
Completeness of birth registration (%),SP.REG.BRTH.ZS,Australia,AUS,..,..,..,100,100,..,..,..,100,..,..,..
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,100,..,..,..
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,100,..,..,..
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,Australia,AUS,..,..,..,..,..,..,..,100,..,..,..,..
"Compulsory education, duration (years)",SE.COM.DURS,Australia,AUS,..,10,10,10,10,10,10,10,10,10,10,..
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,Australia,AUS,17.0090204809932,24.4595578554254,22.113279738357,23.3009531792115,23.7418675638291,22.5951187506824,20.8795649092917,20.4856893907324,20.294671946449,20.1505787611533,21.0635072635155,32.2439366593954
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,Australia,AUS,29.1639102630101,26.3548350786051,26.9055711561431,28.0885926556183,29.4720713399461,28.324909885343,27.6250131516159,26.096683689341,25.9195440729195,26.0277787897471,26.8228848470109,51.3359475188286
"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Consumer price index (2010 = 100),FP.CPI.TOTL,Australia,AUS,59.7814776274714,74.3756503642039,103.303850156087,105.124869927159,107.700312174818,110.379812695109,112.044745057232,113.475546305931,115.686784599376,117.89802289282,119.797086368366,120.811654526535
